Documento;Órgão;Grupo;Natureza;Elemento;CPF/CNPJ Fornecedor;Fornecedor;Valor Empenhado;Valor Liquidado;Valor Pago
2020NE00254;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.334.385/0001-35;CAERN - COMPANHIA DE ÁGUAS E ESGOTOS DO RN;1872,4800;1872,4800;1872,4800
2020NE00255;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;14.826.703/0001-88;ULTRA SERV.TERC.EM SERV DE MÃO DE OBRA EIRELI;27013,2800;27013,2800;27013,2800
2020NE00256;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;14.826.703/0001-88;ULTRA SERV.TERC.EM SERV DE MÃO DE OBRA EIRELI;3376,6600;3376,6600;3376,6600
2020NE00258;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.324.196/0001-81;COSERN -  GRUPO NEOENERGIA;119,8500;119,8500;119,8500
2020NE00259;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;859,7900;859,7900;859,7900
2020NE00260;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;2520,3000;2520,3000;2520,3000
2020NE00261;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;14417,5400;14417,5400;14417,5400
2020NE00262;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;3046,4300;3046,4300;3046,4300
2020NE00263;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.220.864/0001-20;HGA TERCEIRIZAÇÃO E SERVIÇOS LTDA;21716,9100;21716,9100;21716,9100
2020NE00264;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.220.864/0001-20;HGA TERCEIRIZAÇÃO E SERVIÇOS LTDA;2554,9300;2554,9300;2554,9300
2020NE00265;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;205,4300;205,4300;205,4300
2020NE00266;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33.000.118/0016-55;TELEMAR NORTE LESTE S/A;2167,3200;2167,3200;2167,3200
2020NE00267;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.220.864/0001-20;HGA TERCEIRIZAÇÃO E SERVIÇOS LTDA;5109,8600;5109,8600;5109,8600
2020NE00268;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;28.196.889/0001-43;COMPANHIA DE SEGUROS ALIANÇA DO BRASIL;71,9400;71,9400;71,9400
2020NE00269;CÂMARA MUNICIPAL DE PARNAMIRIM;PESSOAL E ENCARGOS SOCIAIS;3.1.90.11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;000001;FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE PARNAMIR;935692,0100;935692,0100;851694,0600
2020NE00270;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.324.196/0001-81;COSERN -  GRUPO NEOENERGIA;4822,2700;4822,2700;4822,2700
2020NE00271;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;07.319.675/0001-47;FEDERAÇÃO DAS CAMARAS MUNICIPAIS DO RN - FECAM;2580,0000;2580,0000;2580,0000
2020NE00272;CÂMARA MUNICIPAL DE PARNAMIRIM;PESSOAL E ENCARGOS SOCIAIS;3.1.90.11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;000001;FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE PARNAMIR;342950,2500;342950,2500;342950,2500
2020NE00273;CÂMARA MUNICIPAL DE PARNAMIRIM;PESSOAL E ENCARGOS SOCIAIS;3.1.90.13;OBRIGAÇÃES PATRONAIS;29.979.036/0251-35;INSS- INST. NACIONAL DE SEGURIDADE SOCIAL;189743,7400;189743,7400;189743,7400
2020NE00274;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;14.826.703/0001-88;ULTRA SERV.TERC.EM SERV DE MÃO DE OBRA EIRELI;2578,3700;2578,3700;2578,3700
2020NE00275;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;14.826.703/0001-88;ULTRA SERV.TERC.EM SERV DE MÃO DE OBRA EIRELI;18571,6300;18571,6300;18571,6300
2020NE00276;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.220.864/0001-20;HGA TERCEIRIZAÇÃO E SERVIÇOS LTDA;12774,6500;12774,6500;12774,6500
2020NE00277;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.334.385/0001-35;CAERN - COMPANHIA DE ÁGUAS E ESGOTOS DO RN;1824,0400;1824,0400;1824,0400
2020NE00278;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.334.385/0001-35;CAERN - COMPANHIA DE ÁGUAS E ESGOTOS DO RN;75,1600;75,1600;75,1600
2020NE00279;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;34.028.316/0025-80;ECT - Empresa Brasileira de Correios e Telegrafos;310,5500;310,5500;310,5500
2020NE00280;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;10.905.205/0001-70;ELITE EQUIPAMENTOS E SERVICOS LTDA;417,0000;417,0000;417,0000
2020NE00281;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.484.735/0001-40;CONECTRON LTDA;800,0000;800,0000;800,0000
2020NE00282;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;26.029.085/0001-24;GILBERTO DA SILVA GOMES 01177492490;1250,0000;1250,0000;1250,0000
2020NE00283;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;13.624.969/0001-85;MARSEG VIGILÂNCIA LTDA;8335,4400;8335,4400;7918,6700
2020NE00284;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;40.998.734/0001-26;TOP DOWN CONSULTORIA LTDA;10650,0000;10650,0000;10650,0000
2020NE00286;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;02.037.818/0001-04;A HORA CERTA RELOGIOS DE PONTO LTDA ME;900,0000;900,0000;900,0000
2020NE00287;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;20.403.199/0001-06;RM SERVICES - SERVICOS DE LIMPEZA E HIGIENIZACAO SOCIEDADE UNIPESSOAL ;23112,6500;23112,6500;21957,0200
2020NE00288;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;20.745.120/0001-25;PENAPI SOLUÇÕES TECNOLOGICAS LTDA ME;4368,6300;4368,6300;4368,6300
2020NE00289;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;13.180.766/0001-47;LINDON JONSON DA SILVA 02026353417;2250,0000;2250,0000;2250,0000
2020NE00290;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.228.979/0001-61;COSTEIRA LOCADORA DE VEÍCULOS EIRELLI ;21780,0000;21780,0000;21780,0000
2020NE00291;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;08.228.979/0001-61;COSTEIRA LOCADORA DE VEÍCULOS EIRELLI ;9075,0000;9075,0000;9075,0000
2020NE00292;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.30;MATERIAL DE CONSUMO;14.529.996/0001-31;ECIA MARIA DA SILVA ARAUJO 04672783421 ;390,0000;390,0000;390,0000
2020NE00293;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.30;MATERIAL DE CONSUMO;01.829.334/0001-35;POSTO COHABINAL LTDA;12602,4000;12602,4000;12602,4000
2020NE00294;CÂMARA MUNICIPAL DE PARNAMIRIM;OUTRAS DESPESAS CORRENTES;3.3.90.39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;07.096.443/0001-77;CICCARELLI E FRANÇA LTDA ME;3781,5000;3781,5000;3621,5400
